ID,Name,Description,Open Timings,Location,Category,Rating,Review Count
389,The County Wine Tours,"The County Wine Tours offers the first guided bicycle wine tours in Prince Edward County. Based in Wellington, Ontario, we offer small tours with local guides, bringing visitors through the Millennium Trial & country roads to some of the region’s top wineries. Join us to sip & cycle through Ontario’s fastest-growing wine region. Also offering driving tours to wineries in The County.",11:00 AM - 5:00PM,Wellington,"Wine Tours and Tastings, Bike Tours",5,123
390,Taste Detours,"Enjoy what Guelph and Elora’s food purveyors, restaurants and pubs have to offer with Taste Detours. Our award-winning, locally flavoured walking tours feature distinctive food and drink tastings with a heritage twist. Savour our regional cuisine and learn about the people behind the world class eateries. In between food stops, you'll tour the towns where we’ll share some little-known history of the area, point out cultural landmarks and get a glimpse of the future",12:00 AM - 11:59 PM,Guelph,"Cultural Tours, Walking Tours, Food Tours",5,99
391,Ride the Bine,"Ride the Bine offers Southwestern Ontario’s premier craft beverage tasting experiences. Enjoy an afternoon tantalizing your tastebuds with some of Southwestern Ontario's best craft beverages. Learn about the local culture and heritage from a local guide who will show you the hidden gems amongst the rolling county side. Weekday, corporate, private and custom tours available on request.",,Port Dover,"Beer Tastings and Tours, Wine Tours, Bus Tours",5,61
392,Diverse Boat Rentals & Tours,"Diverse Boat Rentals & Tours is Ontario’s premier vacation company, located in Tiny, ON. We are conveniently located 90 minutes north of Toronto and just over a half hour from Barrie and Orillia. In the heart of the beautiful Georgian Bay - the gateway to the famous 30,000 islands, we are a world away just down the highway. In the spring, summer and fall, our fan favourite is our privately captained Georgian Bay boat tour",9:00 AM - 5:00 PM,Penetanguishene,"Boat Hire, Boat Tours , Speed Boat Tours , Stand Up Paddleboarding",5,67
393,Perth Major Outfitters,"Popular waterfront tourist destination in Perth, Ontario. Lots of Canoes, Kayaks and Stand-up Paddle-Boards for rent by 3-hour, full day or longer. Enjoy a relaxing paddle upstream into the heart of Perth to the Crystal Palace in the historic Tay Basin around the fountains and further to the entrance of Stewart Park or portage around the Rocky Ramp and tour the upper Tay River that leads into Perth. Paddle downstream to enjoy the beautiful scenery and go through Beveridge Locks to the Rideau River. Both ways, it is largely an undeveloped and natural shoreline gem. Beginners are encouraged and welcome with our easy launch. Try our one of a kind Mini Golf on the bank of the Tay River or play a game of outdoor Ping Pong and make it a day enjoying our picnic area. Great Venue for team building activities, reunions, school outing, corporate groups, birthdays, etc",,Perth,"Equipment Hire, Kayaking and Canoeing",5,59
394,Bonnieheath Estate Lavendar & Winery,"New - stay in our airbnb Luxury Farmhouse. Bonnieheath balances an authentic agricultural experience with the sophistication and class of an estate winery. Enjoy a glass of wine or hard cider as you explore our expansive grounds, where vineyards, orchards, prairie grasses, lavender fields and a natural wetland await you",12:00 AM - 11:59 PM,Waterford,"Wineries and Vineyards, Day Tours",4.5,75
395,Collingwood Charters,Water Sports And Boat Tours,,Collingwood,Boat Tours,4.5,44
396,Niagara Culinary Tours,"Winner of the 2015 Ontario Culinary Tourism Experience Award. NCT offers the experience of a walking food tour.Think of it as speed dating with restaurants! Each tour will visit local restaurants and you will have a taste of Niagara cuisine and meet chefs, owners and friendly hospitality professionals. Along the way your guide will talk about history of the area and point out cultural landmarks. You will get a chance to eat,walk and embrace your inner foodie",,Niagara-on-the-lake,Food Tours,4.5,315
397,Niagara Kayak Rentals,"We are a mobile kayak rental business, servicing the Niagara Region. We offer various paddling excursions on Lake Ontario and the Lower Niagara River. Our Canadian made fleet consists of single and tandem boats, and is appropriate fun for the whole family. We deliver and pick up your boat, and provide all safety equipment and paddles. We cater to corporate groups, families, couples and singles.",,Niagara-on-the-lake,Kayaking and Canoeing,5,52
398,Niagara Bound Tours,"It is an early Canadian Black history of Niagara Canada. It can be done on the Niagara-Buffalo side as well. Tours are conducted by a person whose ancestors were slaves in the U.S. but came to Canada in 1850. This tour provides information that is authentic and thought provoking. It is described as outdoor museum showing some lovely sites in Niagara region. Sites shown are the Niagara Movement meeting, crossing point of Josiah Henson (Uncle Tom), cemetery where former slaves are buried, church of Freedom Seekers and Harriet Tubman, grave of Anthony Burns and much more. This tour is available for 2 or more people. Can also arrange other tours as well.",10:00 AM - 5:00 PM,Niagara Falls,"Historical and Heritage Tours, Bus Tours",5,36
399,unCorked Tours,"(un)Corked Tours Niagara is here to provide exclusive, private tours of Niagara on the Lake and the Twenty Valley wine regions inside a relaxed, comfortable and fun atmosphere. We will help you design a customized outing.",,Niagara-on-the-lake,"Distillery Tours, Beer Tastings and Tour, Private Tours, Food Tours, Wine Tours and Tastings",5,67
400,Smart Riding Adventures,"From Beginner to experienced dirtbike, ATV, and snowmobile riders; we offer tours and courses for all types of riders. With Professional instructors and a range to tour lengths offered, we can get you started on any off-road vehicle or improve your skills and cater your tour to the skills and techniques you'd like to work on. We offer tours to children 6 and up with good bicycle skills all the way to adults. Whether you are just starting out or have ridden for years this is a fantastic way to spend a day having fun in the dirt.",8:00 AM - 4:30 PM,Horseshow Valley,"ATV and Off Road Tours, Horseback, Riding Tours",5,32
401,Off the Beaten Track,"Develop a taste of the beautiful escarpments, hidden beaches, local trails, as well as indulging in local cuisine and drink. Off the Beaten Track adventure tourism packages will focus on exploring Northeastern Ontario located in North Bay Ontario in a way that is authentic, affordable and unique.",,North Bay,"Eco Tours, Nature and Wildlife Tours, Day Trips",5,34
402,Georgian Bay Divers,"Georgian Bay Divers is an new very exclusive and eco-conscious SCUBA venture based just 40 minutes East from Collingwood and 45 minutes North of Barrie. Our Experienced PADI Instructors / marine biologists offer a variety of courses including the single day Discover Scuba and the #1 world recognized PADI Open Water Diver Certification conducted in 3-4 days. Our lakeside cottage location boasts ideal learning conditions with balmy clear water and historic shipwrecks nearby. If you have a lakeside cottage with good dive conditions, we can also come to you and teach you on your lake! We offer a private, relaxed and fun adventure experience from June to October and organise tropical marine excursions during the winter time. We can also provide underwater assistance / services such as locating personal items, moorings, and underwater installations.",,Tiny,Scuba and Snorkelling,5,36
403,Nomada Charters,"There is no better way to see our Port than from the water. Take a tour with Nomada Charters for just that. We have the River Rider which is available for one hour sightseeing tours on a pontoon boat. You will take a leisurely trip up Lynn Valley River and into the Black Creek Nature Reserve. Along the way you will see prestigious homes, exquisite yachts and wildlife. While enjoying the sights you will be provided with colourful commentary, peppered with interesting and comical historical lore and a little island music to go with the experience. We also provide private charters and can accommodate bus tours.",,Port Dover,Boat Tours,4.5,40
404,Canadian Quetico Outfitters,We have been serving Quetico paddlers since 1955. We are the closest full service canoe outfitter to the main entrance of Quetico Park at the Dawson Creek Campground.,9:00 AM - 5:00 PM,Thunder Bay,Boat Hire,5,37
405,County Sips,"Enjoy a beautiful day of touring through the Prince Edward County countryside and savouring the flavour of locally-made, luxurious wines with a guided winery tour from County Sips. Ideal for a weekend getaway, girls’ day out, bachelorette party, or corporate team building events our tours encompass all the spectacular wineries the County has to offer. Hosted by Sommelier Ian Nicholls.",10:00 AM - 6:00 PM,Kingston,Wine Tours and Tastings,5,27
